# created by LinkChecker at 2016-08-02 19:28:07+000
# Get the newest version at http://wummel.github.io/linkchecker/
# Write comments and bugs to https://github.com/wummel/linkchecker/issues
# Support this project at http://wummel.github.io/linkchecker/donations.html
urlname;parentname;baseref;result;warningstring;infostring;valid;url;line;column;name;dltime;dlsize;checktime;cached;level;modified
mailto:@dshs.state.tx.us;http://heaven-chef.codio.io:3000/immunize/coverage/;;Missing local part of mail address `@dshs.state.tx.us'.;;;False;mailto:@dshs.state.tx.us;492;9;Immunizations.Coverage@dshs.texas.gov;-1;-1;0;0;1;
http://heaven-chef.codio.io:3000/immunize/coverage;;;200 OK;HTTP 301 (moved permanent) encountered: you should update this link.;"Redirected to `http://heaven-chef.codio.io:3000/immunize/coverage/'.
160 URLs parsed.";True;http://heaven-chef.codio.io:3000/immunize/coverage/;0;0;;0.0136849880219;8124;0.0857748985291;0;0;
http://www.dshs.state.tx.us/WorkArea/images/application/loading_big.gif;http://heaven-chef.codio.io:3000/immunize/coverage/;;403 Forbidden;HTTP 301 (moved permanent) encountered: you should update this link.;Redirected to `http://www.dshs.texas.gov/WorkArea/images/application/loading_big.gif'.;False;http://www.dshs.texas.gov/WorkArea/images/application/loading_big.gif;435;14;Loading...;-1;1233;1.47508907318;0;1;
/immunize/coverage/2006–07_KG_assess.pdf;http://heaven-chef.codio.io:3000/immunize/coverage/schools/;;404 Not Found;;;False;http://heaven-chef.codio.io:3000/immunize/coverage/2006%E2%80%9307_KG_assess.pdf;547;6;2006–2007 Annual Report for Kindergarten and 7th Grade;-1;326;0.105221986771;0;2;
https://www.dshs.texas.gov/immunize/docs/validation/2005_24_months.pdf;http://heaven-chef.codio.io:3000/immunize/coverage/validation.shtm;;SSLError: [Errno 1] _ssl.c:510: error:14090086:SSL routines:SSL3_GET_SERVER_CERTIFICATE:certificate verify failed;;;False;https://www.dshs.texas.gov/immunize/docs/validation/2005_24_months.pdf;534;6;Retrospective Vaccination Coverage Levels of Kindergarten Students at 24 Months of Age;-1;-1;0.620979070663;0;2;
https://www.dshs.texas.gov/uploadedImages/Content/Prevention_and_Preparedness/immunize/images/regtex2.gif;http://heaven-chef.codio.io:3000/immunize/coverage/archive/irphr.shtm;;SSLError: [Errno 1] _ssl.c:510: error:14090086:SSL routines:SSL3_GET_SERVER_CERTIFICATE:certificate verify failed;;;False;https://www.dshs.texas.gov/uploadedImages/Content/Prevention_and_Preparedness/immunize/images/regtex2.gif;487;2;region map;-1;-1;0.300682067871;0;2;
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=Retrieve&list_uids=10075238&dopt=Abstract;http://heaven-chef.codio.io:3000/immunize/coverage/archive/tis.shtm;;200 OK;"Access denied by robots.txt, skipping content checks.
HTTP 301 (moved permanent) encountered: you should update this link.";Redirected to `http://www.ncbi.nlm.nih.gov/pubmed/10075238?dopt=Abstract'.;True;http://www.ncbi.nlm.nih.gov/pubmed/10075238?dopt=Abstract;1228;49;When  Acculturation Hurts: The Case of Immunization;-1;20;0.734884023666;0;2;
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=Retrieve&list_uids=9842380&dopt=Abstract;http://heaven-chef.codio.io:3000/immunize/coverage/archive/tis.shtm;;200 OK;"Access denied by robots.txt, skipping content checks.
HTTP 301 (moved permanent) encountered: you should update this link.";Redirected to `http://www.ncbi.nlm.nih.gov/pubmed/9842380?dopt=Abstract'.;True;http://www.ncbi.nlm.nih.gov/pubmed/9842380?dopt=Abstract;1229;50;Immunization Status and Sociodemographic Characteristics: The Mediating Role of Beliefs, Attitudes, and Perceived Control;-1;20;0.83781504631;0;2;
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=Retrieve&list_uids=9184518&dopt=Abstract;http://heaven-chef.codio.io:3000/immunize/coverage/archive/tis.shtm;;200 OK;"Access denied by robots.txt, skipping content checks.
HTTP 301 (moved permanent) encountered: you should update this link.";Redirected to `http://www.ncbi.nlm.nih.gov/pubmed/9184518?dopt=Abstract'.;True;http://www.ncbi.nlm.nih.gov/pubmed/9184518?dopt=Abstract;1231;39;Impact of Public Assistance Factors on the Immunization Levels of Children Younger than 2 Years;-1;20;0.95676779747;0;2;
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&cmd=Retrieve&list_uids=9088443&dopt=Abstract;http://heaven-chef.codio.io:3000/immunize/coverage/archive/tis.shtm;;200 OK;"Access denied by robots.txt, skipping content checks.
HTTP 301 (moved permanent) encountered: you should update this link.";Redirected to `http://www.ncbi.nlm.nih.gov/pubmed/9088443?dopt=Abstract'.;True;http://www.ncbi.nlm.nih.gov/pubmed/9088443?dopt=Abstract;1230;39;Immunization Rates Among Young Children in the Public and Private Health Care Sectors;-1;20;1.09981989861;0;2;
/immunize/contact.aspx;http://heaven-chef.codio.io:3000/immunize/coverage/;;404 Not Found;;;False;http://heaven-chef.codio.io:3000/immunize/contact.aspx;396;4;Contact this Program;-1;306;9.79561686516;0;1;
https://www.dshs.texas.gov/immunize/docs/coverage/TCRISS_Jackson.pdf;http://heaven-chef.codio.io:3000/immunize/coverage/TCRISS/region-8.aspx;;SSLError: [Errno 1] _ssl.c:510: error:14090086:SSL routines:SSL3_GET_SERVER_CERTIFICATE:certificate verify failed;;;False;https://www.dshs.texas.gov/immunize/docs/coverage/TCRISS_Jackson.pdf;507;6;Jackson County;-1;-1;0.287301778793;0;3;
https://www.dshs.texas.gov/immunize/docs/coverage/TCRISS_Dewitt.pdf;http://heaven-chef.codio.io:3000/immunize/coverage/TCRISS/region-8.aspx;;SSLError: [Errno 1] _ssl.c:510: error:14090086:SSL routines:SSL3_GET_SERVER_CERTIFICATE:certificate verify failed;;;False;https://www.dshs.texas.gov/immunize/docs/coverage/TCRISS_Dewitt.pdf;506;6;DeWitt County;-1;-1;0.362545013428;0;3;
